city_mpg,class,combination_mpg,cylinders,displacement,fuel_type,highway_mpg,transmission,year
19,two seater,21,4,2,gas,25,m,1985
9,two seater,11,12,4.9,gas,14,m,1985
23,subcompact car,27,4,2.2,gas,33,m,1985
10,van,11,8,5.2,gas,12,a,1985
12,van,13,8,5.2,gas,15,a,1985
11,van,13,8,5.2,gas,17,m,1985
11,van,13,8,5.2,gas,17,m,1985
9,van,10,8,5.9,gas,11,a,1985
10,van,10,8,5.2,gas,11,a,1985
10,van,10,8,5.2,gas,11,a,1985
9,van,10,8,5.9,gas,10,a,1985
12,van,13,6,4.9,gas,15,a,1985
13,van,14,6,4.9,gas,17,a,1985
18,subcompact car,21,4,2.2,gas,27,m,1985
15,van,16,6,4.9,gas,17,m,1985
11,van,12,8,5,gas,14,a,1985
10,van,11,8,5.8,gas,12,a,1985
14,van,15,6,4.3,gas,16,a,1985
15,van,16,6,4.3,gas,17,a,1985
14,van,15,6,4.3,gas,17,m,1985
11,van,12,8,5,gas,12,a,1985
12,van,14,8,5,gas,16,a,1985
11,van,13,8,5.7,gas,16,a,1985
17,subcompact car,20,4,2.2,gas,26,m,1985
10,van,11,8,5.7,gas,12,a,1985
18,van,20,4,2.5,gas,24,a,1985
19,van,21,4,2.5,gas,24,m,1985
19,van,22,4,2.5,gas,26,m,1985
15,van,17,6,4.3,gas,20,a,1985
15,van,16,6,4.3,gas,19,m,1985
15,van,17,6,4.3,gas,20,m,1985
19,van,20,4,2,gas,22,a,1985
20,van,21,4,2,gas,23,m,1985
26,subcompact car,27,4,1.5,gas,29,a,1985
15,van,16,4,1.9,gas,17,a,1985
16,van,17,4,1.9,gas,18,m,1985
16,special purpose vehicle,16,4,2.5,gas,17,a,1985
13,special purpose vehicle,13,6,4.2,gas,13,a,1985
12,special purpose vehicle,14,8,5,gas,16,a,1985
11,special purpose vehicle,13,8,5.7,gas,16,a,1985
18,special purpose vehicle,20,4,2.5,gas,24,a,1985
19,special purpose vehicle,21,4,2.5,gas,24,m,1985
19,special purpose vehicle,22,4,2.5,gas,26,m,1985
31,subcompact car,34,4,1.5,gas,37,m,1985
15,special purpose vehicle,18,6,2.8,gas,23,a,1985
16,special purpose vehicle,19,6,2.8,gas,23,m,1985
15,special purpose vehicle,18,6,2.8,gas,22,m,1985
11,special purpose vehicle,11,8,5.2,gas,12,a,1985
11,special purpose vehicle,12,8,5.2,gas,13,a,1985
12,special purpose vehicle,13,8,5.2,gas,15,a,1985
19,two seater,21,4,2,gas,26,m,1986
15,two seater,17,8,4.9,gas,21,m,1986
20,two seater,22,4,1.5,gas,26,m,1986
15,two seater,18,8,5.7,gas,22,a,1986
15,two seater,18,8,5.7,gas,22,m,1986
15,two seater,18,8,5.7,gas,22,a,1986
15,two seater,18,8,5.7,gas,22,m,1986
16,two seater,19,6,3,gas,23,a,1986
15,two seater,18,6,3,gas,23,a,1986
16,two seater,19,6,3,gas,23,m,1986
16,two seater,19,6,3,gas,24,m,1986
9,two seater,11,12,4.9,gas,14,m,1986
11,two seater,13,8,3.2,gas,17,m,1986
21,two seater,23,4,1.9,gas,26,a,1986
23,two seater,26,4,1.9,gas,31,m,1986
19,two seater,22,4,1.9,gas,26,a,1986
22,two seater,25,4,1.9,gas,30,m,1986
25,two seater,28,4,1.5,gas,32,a,1986
26,two seater,29,4,1.5,gas,33,m,1986
26,two seater,27,4,1.5,gas,30,m,1986
42,two seater,46,4,1.5,gas,51,m,1986
37,two seater,40,4,1.5,gas,45,m,1986
6,two seater,7,12,5.2,gas,10,m,1986
12,two seater,13,6,2.5,gas,14,a,1986
12,two seater,14,8,5.6,gas,16,a,1986
19,two seater,20,4,2.3,gas,22,a,1986
19,two seater,21,4,2.3,gas,24,m,1986
22,two seater,25,4,2.5,gas,29,a,1986
21,two seater,25,4,2.5,gas,32,m,1986
16,two seater,19,6,2.8,gas,23,a,1986
17,two seater,20,6,2.8,gas,24,m,1986
16,two seater,19,6,2.8,gas,25,m,1986
22,two seater,25,4,1.8,gas,29,m,1986
11,two seater,12,8,5,gas,14,a,1986
22,two seater,25,4,1.6,gas,29,a,1986
23,two seater,25,4,1.6,gas,28,m,1986
15,two seater,18,6,2.8,gas,22,a,1986
15,two seater,18,6,2.8,gas,22,a,1986
17,minicompact car,19,6,2.5,gas,24,m,1986
34,minicompact car,35,3,1,gas,38,a,1986
37,minicompact car,40,3,1,gas,45,m,1986
44,minicompact car,48,3,1,gas,53,m,1986
11,minicompact car,13,8,3.2,gas,17,m,1986
12,minicompact car,13,6,2.5,gas,14,a,1986
15,minicompact car,18,2,1.3,gas,22,a,1986
34,minicompact car,35,3,1,gas,38,a,1986
37,minicompact car,40,3,1,gas,45,m,1986
15,minicompact car,18,6,3.2,gas,23,m,1986
15,minicompact car,17,6,3.3,gas,20,m,1986
15,minicompact car,17,8,5,gas,21,a,1986
8,subcompact car,9,8,5.3,gas,10,a,1987
8,subcompact car,9,8,5.3,gas,10,a,1987
8,subcompact car,9,8,5.3,gas,10,m,1987
15,subcompact car,18,8,5,gas,24,m,1987
15,subcompact car,18,8,5,gas,24,m,1987
18,small pickup truck,20,4,2.2,gas,23,a,1987
18,small pickup truck,21,4,2.2,gas,24,m,1987
20,small pickup truck,22,4,2,gas,25,m,1987
18,small pickup truck,20,4,2.2,gas,23,a,1987
19,small pickup truck,20,4,2.2,gas,23,m,1987
18,small pickup truck,21,4,2.2,gas,24,m,1987
16,small pickup truck,17,4,2.6,gas,20,a,1987
16,small pickup truck,18,4,2.6,gas,22,m,1987
14,small pickup truck,16,4,2.6,gas,19,m,1987
15,small pickup truck,15,4,2.6,gas,16,a,1987
14,small pickup truck,16,4,2.6,gas,19,m,1987
12,standard pickup truck,12,8,5,gas,13,a,1987
19,two seater,21,4,2,gas,25,m,1987
15,two seater,17,8,5,gas,21,m,1987
20,two seater,22,4,1.5,gas,26,m,1987
15,two seater,17,8,4.1,gas,22,a,1987
15,two seater,17,8,5.7,gas,23,a,1987
15,two seater,17,8,5.7,gas,23,a,1987
15,two seater,17,4,2.5,gas,19,m,1987
15,two seater,17,4,2.5,gas,19,m,1987
15,two seater,18,6,3,gas,22,a,1987
16,two seater,19,6,3,gas,24,a,1987
16,two seater,18,6,3,gas,23,m,1987
16,two seater,18,6,3,gas,22,m,1987
9,two seater,11,12,4.9,gas,14,m,1987
11,two seater,13,8,3.2,gas,17,m,1987
23,two seater,25,4,1.9,gas,29,a,1987
24,two seater,28,4,1.9,gas,34,m,1987
22,two seater,25,4,1.9,gas,31,m,1987
25,two seater,27,4,1.5,gas,31,a,1987
26,two seater,29,4,1.5,gas,33,m,1987
26,two seater,27,4,1.5,gas,30,m,1987
42,two seater,46,4,1.5,gas,51,m,1987
37,two seater,40,4,1.5,gas,45,m,1987
12,two seater,14,12,5.3,gas,16,a,1987
6,two seater,7,12,5.2,gas,10,m,1987
16,two seater,19,4,2.2,gas,24,m,1987
16,two seater,19,4,2.2,gas,24,m,1987
12,two seater,13,6,2.5,gas,14,a,1987
12,two seater,14,6,2.5,gas,16,m,1987
15,two seater,17,2,1.3,gas,21,a,1987
15,two seater,18,2,1.3,gas,22,m,1987
15,two seater,17,2,1.3,gas,21,m,1987
12,two seater,14,8,5.6,gas,16,a,1987
21,two seater,24,4,2.5,gas,29,a,1987
17,two seater,19,4,2.2,gas,21,a,1988
18,compact car,21,4,2.3,gas,26,m,1988
18,compact car,21,4,2.3,gas,26,m,1988
15,midsize-large station wagon,18,6,3.8,gas,23,a,1988
15,midsize-large station wagon,18,6,3.8,gas,23,a,1988
12,standard pickup truck,13,8,5,gas,16,m,1988
11,standard pickup truck,13,8,5,gas,15,m,1988
11,special purpose vehicle,13,8,5,gas,15,m,1988
19,two seater,21,4,2,gas,25,m,1988
12,two seater,15,8,4.9,gas,20,m,1988
20,two seater,22,4,1.5,gas,26,m,1988
17,two seater,20,6,3.8,gas,26,a,1988
15,two seater,17,8,4.1,gas,22,a,1988
15,two seater,18,8,5.7,gas,23,a,1988
15,two seater,18,8,5.7,gas,22,m,1988
15,two seater,18,8,5.7,gas,23,a,1988
15,two seater,18,8,5.7,gas,22,m,1988
15,two seater,18,6,3,gas,22,a,1988
16,two seater,19,6,3,gas,24,a,1988
15,two seater,18,6,3,gas,23,m,1988
15,two seater,18,6,3,gas,23,m,1988
9,two seater,11,12,4.9,gas,14,m,1988
11,two seater,13,8,3.2,gas,17,m,1988
21,two seater,24,4,1.9,gas,28,a,1988
23,two seater,26,4,1.9,gas,31,m,1988
24,two seater,28,4,1.9,gas,33,m,1988
26,two seater,29,4,1.5,gas,33,a,1988
29,two seater,32,4,1.5,gas,35,m,1988
25,two seater,28,4,1.6,gas,33,m,1988
41,two seater,44,4,1.5,gas,49,m,1988
37,two seater,41,4,1.5,gas,47,m,1988
11,two seater,13,12,5.3,gas,16,a,1988
6,two seater,7,12,5.2,gas,10,m,1988
15,two seater,18,4,2.2,gas,25,m,1988
17,two seater,19,4,2.2,gas,22,a,1988
15,two seater,17,2,1.3,gas,21,a,1988
15,two seater,17,2,1.3,gas,21,m,1988
15,two seater,18,2,1.3,gas,22,m,1988
12,two seater,14,8,5.6,gas,16,a,1988
19,two seater,20,4,2.3,gas,22,a,1988
18,two seater,20,4,2.3,gas,24,m,1988
21,two seater,24,4,2.5,gas,28,a,1988
21,two seater,25,4,2.5,gas,32,m,1988
16,two seater,18,6,2.8,gas,22,a,1988
15,two seater,19,6,2.8,gas,25,m,1988
19,two seater,23,4,2,gas,31,m,1988
11,two seater,13,6,3.4,gas,18,m,1988
22,two seater,25,4,1.8,gas,29,m,1988
22,two seater,24,4,1.6,gas,28,a,1988
19,two seater,22,4,1.6,gas,25,a,1988
15,small pickup truck,17,6,2.9,gas,19,a,1989
15,small pickup truck,16,6,2.9,gas,18,a,1989
15,special purpose vehicle,17,6,2.9,gas,19,a,1989
19,two seater,21,4,2,gas,25,m,1989
20,two seater,22,4,1.5,gas,26,m,1989
17,two seater,20,6,3.8,gas,26,a,1989
14,two seater,16,8,4.5,gas,21,a,1989
15,two seater,18,8,5.7,gas,23,a,1989
15,two seater,18,8,5.7,gas,23,m,1989
15,two seater,18,8,5.7,gas,23,a,1989
15,two seater,18,8,5.7,gas,23,m,1989
16,two seater,18,4,2.2,gas,20,a,1989
16,two seater,19,4,2.2,gas,23,m,1989
15,two seater,17,4,2.5,gas,20,a,1989
15,two seater,17,4,2.5,gas,20,a,1989
16,two seater,19,6,3,gas,24,a,1989
15,two seater,18,6,3,gas,22,a,1989
15,two seater,18,6,3,gas,23,m,1989
15,two seater,18,6,3,gas,23,m,1989
15,two seater,16,6,2.9,gas,17,a,1989
17,two seater,19,8,5.7,gas,24,m,1989
9,two seater,11,12,4.9,gas,14,m,1989
11,two seater,14,8,3.2,gas,17,m,1989
11,two seater,14,8,3.4,gas,18,m,1989
25,two seater,28,4,1.5,gas,33,a,1989
29,two seater,32,4,1.5,gas,37,m,1989
24,two seater,26,4,1.6,gas,30,m,1989
41,two seater,44,4,1.5,gas,49,m,1989
37,two seater,41,4,1.5,gas,47,m,1989
11,two seater,13,12,5.3,gas,15,a,1989
11,two seater,13,12,5.3,gas,15,a,1989
6,two seater,7,12,5.2,gas,10,m,1989
16,two seater,17,4,2.2,gas,19,m,1989
15,two seater,19,4,2.2,gas,25,m,1989
15,two seater,19,4,2.2,gas,26,m,1989
13,two seater,14,6,2.8,gas,16,a,1989
14,two seater,15,6,2.8,gas,19,m,1989
14,two seater,15,6,2.8,gas,17,a,1989
14,two seater,15,6,2.8,gas,19,m,1989
15,two seater,17,2,1.3,gas,21,a,1989
15,two seater,18,2,1.3,gas,23,m,1989
15,two seater,17,2,1.3,gas,22,m,1989
12,two seater,14,8,5.6,gas,16,a,1989
21,two seater,23,4,1.8,gas,26,m,1989
22,two seater,24,4,1.6,gas,28,a,1989
19,two seater,22,4,1.6,gas,25,a,1989
21,two seater,23,4,1.6,gas,27,m,1989
23,two seater,25,4,1.6,gas,29,m,1989
11,minicompact car,14,8,3.2,gas,17,m,1989
14,minicompact car,15,6,2.8,gas,19,m,1989
28,two seater,30,3,1,gas,33,a,1990
34,two seater,37,3,1,gas,41,m,1990
21,minicompact car,23,4,1.3,gas,27,m,1990
17,compact car,19,4,2.3,gas,21,a,1990
18,compact car,21,4,2.3,gas,25,m,1990
17,compact car,19,4,2.3,gas,23,a,1990
19,compact car,21,4,2.3,gas,26,m,1990
12,midsize car,13,8,4.2,gas,15,a,1990
18,midsize car,20,4,2.3,gas,23,a,1990
18,midsize car,20,4,2.3,gas,24,m,1990
17,midsize-large station wagon,19,4,2.3,gas,23,a,1990
17,midsize-large station wagon,19,4,2.3,gas,21,a,1990
18,midsize-large station wagon,20,4,2.3,gas,24,m,1990
19,midsize-large station wagon,21,4,2.3,gas,25,m,1990
18,midsize-large station wagon,20,4,2.3,gas,23,a,1990
18,midsize-large station wagon,20,4,2.3,gas,24,m,1990
18,small pickup truck,20,4,2.3,gas,22,a,1990
15,small pickup truck,17,6,2.9,gas,20,a,1990
15,standard pickup truck,15,6,4.9,gas,17,m,1990
15,standard pickup truck,15,6,4.9,gas,17,m,1990
13,van,13,6,4.9,gas,14,a,1990
15,van,17,6,4.3,gas,20,a,1990
20,two seater,23,4,2,gas,28,m,1990
16,two seater,19,6,3.8,gas,25,a,1990
14,two seater,16,8,4.5,gas,20,a,1990
13,two seater,15,8,5.7,gas,20,m,1990
15,two seater,17,8,5.7,gas,23,m,1990
15,two seater,17,8,5.7,gas,22,a,1990
15,two seater,18,8,5.7,gas,23,m,1990
16,two seater,18,4,2.2,gas,23,m,1990
15,two seater,18,6,3,gas,22,a,1990
18,two seater,21,4,2.2,gas,24,m,1990
17,two seater,19,6,3,gas,22,a,1990
16,two seater,18,6,3,gas,22,a,1990
16,two seater,18,6,3,gas,22,m,1990
16,two seater,18,6,3,gas,22,m,1990
17,two seater,19,8,5.7,gas,24,m,1990
11,two seater,13,8,2.9,gas,16,m,1990
9,two seater,11,12,4.9,gas,14,m,1990
12,two seater,14,8,3.4,gas,17,m,1990
25,two seater,28,4,1.5,gas,32,a,1990
27,two seater,29,4,1.5,gas,32,m,1990
24,two seater,27,4,1.6,gas,30,m,1990
40,two seater,43,4,1.5,gas,47,m,1990
36,two seater,39,4,1.5,gas,44,m,1990
11,two seater,13,12,5.3,gas,16,a,1990
6,two seater,7,12,5.2,gas,10,m,1990
8,two seater,10,12,5.7,gas,13,m,1990
15,two seater,19,4,2.2,gas,25,m,1990
13,two seater,14,6,2.8,gas,16,a,1990
11,two seater,13,8,5.6,gas,15,a,1991
11,two seater,13,8,5.6,gas,15,a,1991
15,subcompact car,16,4,2.3,gas,17,a,1991
15,subcompact car,16,4,2.3,gas,17,a,1991
15,subcompact car,16,4,2.3,gas,17,a,1991
15,subcompact car,16,4,2.3,gas,17,a,1991
13,compact car,14,6,2.9,gas,15,m,1991
11,compact car,13,8,5.6,gas,15,a,1991
11,compact car,13,8,5.6,gas,15,a,1991
11,compact car,13,8,5.6,gas,15,a,1991
14,midsize car,15,6,2.5,gas,17,a,1991
11,midsize car,13,8,5.6,gas,15,a,1991
11,midsize car,13,8,5.6,gas,15,a,1991
15,midsize-large station wagon,16,4,2.3,gas,17,a,1991
15,midsize-large station wagon,16,4,2.3,gas,17,a,1991
13,special purpose vehicle,14,6,3.1,gas,16,a,1991
14,special purpose vehicle,15,6,3.1,gas,18,m,1991
16,two seater,18,6,3,gas,22,a,1991
16,two seater,18,6,3,gas,22,m,1991
19,two seater,21,4,2,gas,23,a,1991
19,two seater,22,4,2,gas,27,m,1991
16,two seater,19,6,3.8,gas,25,a,1991
14,two seater,16,8,4.5,gas,20,a,1991
13,two seater,15,8,5.7,gas,20,m,1991
15,two seater,17,8,5.7,gas,23,m,1991
15,two seater,17,8,5.7,gas,22,a,1991
15,two seater,18,8,5.7,gas,24,m,1991
16,two seater,18,6,3,gas,22,a,1991
18,two seater,21,4,2.2,gas,24,m,1991
17,two seater,19,6,3,gas,22,a,1991
16,two seater,18,6,3,gas,22,a,1991
16,two seater,18,6,3,gas,22,m,1991
16,two seater,18,6,3,gas,22,m,1991
17,two seater,19,8,5.7,gas,24,m,1991
11,two seater,13,8,2.9,gas,16,m,1991
9,two seater,11,12,4.9,gas,14,m,1991
12,two seater,14,8,3.4,gas,17,m,1991
28,two seater,30,3,1,gas,33,a,1991
34,two seater,37,3,1,gas,41,m,1991
9,two seater,11,12,4.9,gas,14,m,1991
12,two seater,14,6,3.6,gas,19,m,1991
12,two seater,13,8,5,gas,15,a,1991
16,two seater,18,6,2.5,gas,22,m,1991
25,two seater,27,4,1.5,gas,31,a,1991
27,two seater,29,4,1.5,gas,33,m,1991
24,two seater,27,4,1.6,gas,30,m,1991
40,two seater,43,4,1.5,gas,47,m,1991
36,two seater,39,4,1.5,gas,44,m,1991
14,two seater,15,6,3,gas,17,a,1991
11,two seater,13,12,5.3,gas,16,a,1991
13,two seater,16,8,4.9,gas,20,m,1992
11,two seater,14,10,8,gas,20,m,1992
15,two seater,17,6,2.9,gas,21,m,1992
14,two seater,15,6,3,gas,16,a,1992
14,two seater,15,6,3,gas,16,a,1992
9,two seater,11,12,4.9,gas,15,m,1992
9,two seater,11,12,4.9,gas,14,m,1992
21,subcompact car,23,4,1.7,gas,26,m,1992
19,subcompact car,22,4,1.8,gas,27,m,1992
16,subcompact car,19,6,2.5,gas,23,a,1992
16,subcompact car,19,6,2.5,gas,24,m,1992
17,subcompact car,19,4,2.3,gas,22,m,1992
17,subcompact car,19,4,2.3,gas,22,m,1992
11,subcompact car,13,12,5,gas,17,a,1992
10,subcompact car,13,12,5,gas,17,m,1992
15,compact car,18,6,2.5,gas,23,a,1992
15,compact car,18,6,2.5,gas,23,m,1992
14,compact car,15,6,2.5,gas,17,a,1992
9,compact car,10,12,4.9,gas,13,m,1992
11,compact car,13,8,5.6,gas,15,a,1992
11,compact car,13,8,5.6,gas,15,a,1992
11,compact car,13,8,5.6,gas,15,a,1992
13,midsize car,15,6,3,gas,19,m,1992
13,midsize car,15,6,3,gas,19,a,1992
14,midsize car,15,6,3,gas,16,a,1992
14,midsize car,15,6,3,gas,16,a,1992
12,midsize car,14,6,3.4,gas,18,a,1992
12,midsize car,14,6,3.4,gas,18,a,1992
12,midsize car,14,6,3.4,gas,18,a,1992
12,midsize car,14,6,3.4,gas,18,a,1992
12,midsize car,14,6,3.4,gas,18,a,1992
14,midsize car,15,6,3,gas,16,a,1992
14,midsize car,15,6,3,gas,16,a,1992
14,midsize car,15,6,3,gas,16,a,1992
14,midsize car,15,6,3,gas,16,a,1992
11,midsize car,13,8,5.6,gas,15,a,1992
11,midsize car,13,8,5.6,gas,15,a,1992
14,large car,15,6,3,gas,16,a,1992
11,large car,12,12,6,gas,14,a,1992
16,small station wagon,18,6,2.8,gas,20,a,1992
15,small station wagon,18,6,2.5,gas,23,a,1992
13,small station wagon,15,6,3,gas,19,a,1992
14,midsize-large station wagon,15,6,3,gas,16,a,1992
14,midsize-large station wagon,15,6,3,gas,16,a,1992
17,midsize-large station wagon,18,4,2.2,gas,19,a,1992
16,midsize-large station wagon,18,4,2.2,gas,21,m,1992
15,standard pickup truck,16,6,4.3,gas,19,m,1992
16,two seater,19,6,3,gas,22,a,1992
17,two seater,19,6,3,gas,22,m,1992
19,two seater,21,4,2,gas,23,a,1992
17,compact car,19,4,2.2,gas,23,m,1993
21,compact car,22,4,1.8,gas,24,a,1993
22,compact car,25,4,1.8,gas,29,m,1993
23,compact car,24,4,1.6,gas,26,a,1993
23,compact car,26,4,1.6,gas,31,m,1993
23,compact car,25,4,1.8,gas,30,a,1993
23,compact car,26,4,1.8,gas,30,m,1993
18,compact car,21,4,2,gas,26,a,1993
21,compact car,24,4,2,gas,29,m,1993
18,compact car,21,4,2,gas,26,a,1993
20,compact car,23,4,2,gas,28,m,1993
18,compact car,20,4,2.3,gas,23,a,1993
19,compact car,21,4,2.3,gas,26,m,1993
17,midsize car,19,6,2.8,gas,22,a,1993
17,midsize car,19,6,2.8,gas,24,m,1993
14,midsize car,16,8,4,gas,20,a,1993
14,midsize car,16,8,4,gas,20,a,1993
11,midsize car,13,12,5,gas,17,a,1993
21,midsize car,23,4,2.2,gas,28,a,1993
17,midsize car,19,6,3.3,gas,24,a,1993
18,midsize car,21,6,3.3,gas,26,a,1993
17,midsize car,20,6,3.1,gas,25,a,1993
17,midsize car,20,6,3.1,gas,27,a,1993
17,midsize car,20,6,3.8,gas,26,a,1993
17,midsize car,20,6,3.8,gas,25,a,1993
15,midsize car,18,8,4.6,gas,23,a,1993
15,midsize car,17,8,4.9,gas,23,a,1993
15,midsize car,18,8,4.6,gas,23,a,1993
15,midsize car,17,8,4.9,gas,23,a,1993
18,midsize car,21,4,2.2,gas,26,a,1993
17,midsize car,20,6,3.1,gas,25,a,1993
17,midsize car,20,6,3.1,gas,27,a,1993
15,midsize car,18,6,3.4,gas,24,a,1993
15,midsize car,18,6,3.4,gas,24,m,1993
18,midsize car,20,6,3.3,gas,24,a,1993
13,midsize car,15,6,3,gas,19,m,1993
13,midsize car,15,6,3,gas,19,a,1993
17,midsize car,19,6,3,gas,23,a,1993
17,midsize car,19,6,3,gas,24,a,1993
18,midsize car,20,6,3,gas,24,m,1993
18,midsize car,21,4,2.5,gas,24,a,1993
18,midsize car,21,6,3,gas,26,a,1993
18,midsize car,20,6,3.3,gas,24,a,1993
19,midsize car,21,4,2.5,gas,24,a,1993
21,midsize car,23,4,2.5,gas,26,a,1993
22,midsize car,25,4,2.5,gas,29,m,1993
18,midsize car,20,6,3,gas,24,a,1993
18,midsize car,21,6,3,gas,26,a,1993
18,midsize car,21,6,3,gas,27,a,1993
16,midsize car,19,6,3,gas,24,m,1993
16,two seater,18,6,3,gas,22,a,1994
17,two seater,19,6,3,gas,22,m,1994
19,two seater,22,4,2,gas,27,m,1994
15,two seater,18,8,5.7,gas,23,m,1994
15,two seater,18,8,5.7,gas,22,a,1994
15,two seater,18,8,5.7,gas,24,m,1994
16,two seater,18,6,3,gas,22,a,1994
16,two seater,18,6,3,gas,22,a,1994
16,two seater,18,6,3,gas,22,m,1994
16,two seater,18,6,3,gas,22,m,1994
12,two seater,15,10,8,gas,20,m,1994
12,two seater,14,8,3.4,gas,17,m,1994
11,two seater,13,8,3.4,gas,17,m,1994
10,two seater,11,12,4.9,gas,15,m,1994
25,two seater,28,4,1.5,gas,33,a,1994
30,two seater,33,4,1.5,gas,37,m,1994
23,two seater,26,4,1.6,gas,30,a,1994
25,two seater,28,4,1.6,gas,32,m,1994
23,two seater,25,4,1.6,gas,28,m,1994
13,two seater,15,6,4,gas,19,a,1994
15,two seater,19,4,2.2,gas,25,m,1994
20,two seater,22,4,1.8,gas,26,a,1994
19,two seater,21,4,1.8,gas,25,m,1994
16,two seater,18,2,1.3,gas,22,a,1994
15,two seater,18,2,1.3,gas,23,m,1994
15,two seater,18,6,3.2,gas,22,a,1994
14,two seater,16,8,5,gas,19,a,1994
11,two seater,13,12,6,gas,16,a,1994
15,two seater,17,6,3.6,gas,22,a,1994
15,two seater,18,6,3.6,gas,23,m,1994
14,two seater,16,6,3.6,gas,21,m,1994
15,two seater,18,4,3,gas,23,a,1994
15,two seater,18,4,3,gas,24,m,1994
18,two seater,20,4,2,gas,25,m,1994
19,two seater,22,4,2.2,gas,27,a,1994
19,two seater,22,4,2.2,gas,26,m,1994
16,minicompact car,19,6,2.8,gas,24,a,1994
18,minicompact car,21,4,1.8,gas,26,a,1994
19,minicompact car,22,4,1.8,gas,29,m,1994
18,minicompact car,20,6,2.5,gas,26,a,1994
17,minicompact car,20,6,2.5,gas,26,m,1994
20,minicompact car,21,4,1.6,gas,24,a,1994
21,minicompact car,23,4,1.6,gas,26,m,1994
