city_mpg,class,combination_mpg,cylinders,displacement,fuel_type,highway_mpg,transmission,year
14,two seater,17,8,5,gas,21,a,2004
13,two seater,15,8,5.4,gas,19,a,2004
12,two seater,14,12,5.5,gas,17,a,2004
19,two seater,22,4,2.3,gas,26,a,2004
19,two seater,21,4,2.3,gas,26,m,2004
15,two seater,17,6,3.2,gas,21,a,2004
18,two seater,20,6,3.2,gas,24,a,2004
17,two seater,19,6,3.2,gas,24,m,2004
18,two seater,20,6,3.5,gas,24,m,2004
17,two seater,19,6,3.5,gas,24,a,2004
17,two seater,20,6,3.5,gas,24,m,2004
16,two seater,19,6,3.5,gas,23,a,2004
16,two seater,18,6,3,gas,22,a,2005
16,two seater,18,6,3.2,gas,22,m,2005
18,two seater,21,4,1.8,gas,26,a,2005
18,two seater,21,4,1.8,gas,26,m,2005
17,two seater,19,6,3.2,gas,23,a,2005
18,two seater,21,6,2.5,gas,26,m,2005
18,two seater,21,6,2.5,gas,26,a,2005
18,two seater,21,6,3,gas,27,m,2005
17,two seater,20,6,3,gas,25,a,2005
18,two seater,21,6,3,gas,27,a,2005
15,two seater,18,8,4.6,gas,23,a,2005
16,two seater,19,8,6,gas,24,a,2005
16,two seater,19,8,6,gas,26,m,2005
19,two seater,21,6,3.2,gas,25,a,2005
15,two seater,18,6,3.2,gas,22,a,2005
15,two seater,18,6,3.2,gas,23,m,2005
19,two seater,21,6,3.2,gas,25,a,2005
15,two seater,18,6,3.2,gas,22,a,2005
15,two seater,18,6,3.2,gas,23,m,2005
11,two seater,13,10,8.3,gas,19,m,2005
10,two seater,11,8,3.6,gas,15,m,2005
10,two seater,11,8,3.6,gas,15,a,2005
9,two seater,11,12,5.7,gas,15,m,2005
9,two seater,11,12,5.7,gas,16,a,2005
12,two seater,14,8,5.4,gas,19,m,2005
16,two seater,18,8,3.9,gas,22,a,2005
16,two seater,18,8,3.9,gas,22,a,2005
45,two seater,47,3,1,gas,49,a,2005
48,two seater,52,3,1,gas,58,m,2005
17,two seater,20,4,2.2,gas,23,m,2005
8,two seater,10,10,5,gas,14,m,2005
9,two seater,11,10,5,gas,16,a,2005
8,two seater,10,12,6.2,gas,12,m,2005
9,two seater,11,12,6.2,gas,14,a,2005
20,two seater,22,4,1.8,gas,25,m,2005
10,two seater,12,8,4.2,gas,15,m,2005
11,two seater,12,8,4.2,gas,16,a,2005
20,two seater,22,4,1.8,gas,26,a,2005
20,two seater,23,4,1.8,gas,26,m,2005
20,two seater,22,4,1.8,gas,26,m,2005
18,two seater,20,4,1.8,gas,24,m,2005
12,two seater,13,8,5.4,gas,16,a,2005
14,two seater,17,8,5,gas,21,a,2005
12,two seater,14,8,5.4,gas,18,a,2005
11,two seater,14,12,5.5,gas,18,a,2005
11,two seater,13,12,6,gas,18,a,2005
17,two seater,19,6,3.5,gas,23,a,2005
16,two seater,19,6,3.5,gas,23,m,2005
14,two seater,16,8,5.4,gas,20,a,2005
17,two seater,20,6,3.5,gas,24,m,2005
18,two seater,21,4,1.8,gas,26,a,2006
18,two seater,21,4,1.8,gas,26,m,2006
17,two seater,19,6,3.2,gas,23,a,2006
15,two seater,18,8,4.6,gas,23,a,2006
16,two seater,19,8,6,gas,26,m,2006
15,two seater,19,8,6,gas,25,a,2006
15,two seater,18,8,7,gas,24,m,2006
19,two seater,21,6,3.2,gas,25,a,2006
15,two seater,18,6,3.2,gas,22,a,2006
15,two seater,18,6,3.2,gas,23,m,2006
19,two seater,21,6,3.2,gas,25,a,2006
15,two seater,18,6,3.2,gas,22,a,2006
15,two seater,18,6,3.2,gas,23,m,2006
11,two seater,13,10,8.3,gas,19,m,2006
11,two seater,13,8,4.3,gas,16,a,2006
11,two seater,13,8,4.3,gas,16,m,2006
45,two seater,47,3,1,gas,49,a,2006
48,two seater,52,3,1,gas,58,m,2006
18,two seater,20,4,2.2,gas,24,m,2006
10,two seater,12,10,5,gas,15,m,2006
10,two seater,12,10,5,gas,16,m,2006
11,two seater,13,10,5,gas,17,a,2006
11,two seater,12,10,5,gas,16,a,2006
8,two seater,10,12,6.2,gas,13,m,2006
9,two seater,11,12,6.2,gas,14,a,2006
22,two seater,24,4,2,gas,27,m,2006
21,two seater,24,4,2,gas,28,m,2006
20,two seater,23,4,2,gas,28,a,2006
14,two seater,17,8,5,gas,22,a,2006
12,two seater,15,8,5.4,gas,19,a,2006
11,two seater,14,12,5.5,gas,18,a,2006
12,two seater,14,12,6,gas,18,a,2006
18,two seater,21,6,3,gas,25,a,2006
17,two seater,20,6,3,gas,25,m,2006
17,two seater,19,6,3.5,gas,22,a,2006
16,two seater,19,6,3.5,gas,23,m,2006
14,two seater,16,8,5.4,gas,20,a,2006
11,two seater,13,8,5.4,gas,16,a,2006
17,two seater,19,6,3.5,gas,23,m,2006
17,two seater,19,6,3.5,gas,23,a,2006
17,two seater,19,6,3.5,gas,23,m,2006
16,two seater,19,6,3.5,gas,23,a,2006
17,two seater,21,4,2.4,gas,26,m,2006
16,two seater,19,6,2.7,gas,24,a,2006
18,two seater,21,6,2.7,gas,27,m,2006
18,two seater,21,6,2.7,gas,26,m,2006
16,two seater,19,6,3.2,gas,24,a,2006
17,two seater,20,6,3.2,gas,25,m,2006
11,minicompact car,13,12,5.9,gas,18,a,2006
10,minicompact car,12,12,5.9,gas,16,m,2006
8,two seater,10,12,6.5,gas,13,m,2007
9,two seater,11,12,6.5,gas,14,a,2007
12,two seater,14,8,5.4,gas,17,a,2007
13,two seater,16,8,5.5,gas,21,a,2007
11,two seater,14,12,5.5,gas,18,a,2007
11,two seater,14,12,6,gas,18,a,2007
16,minicompact car,19,8,4.2,gas,25,a,2007
16,minicompact car,19,8,4.2,gas,25,a,2007
19,minicompact car,22,4,2.4,gas,26,m,2007
19,minicompact car,22,4,2.4,gas,26,a,2007
16,minicompact car,18,6,3.8,gas,24,m,2007
16,minicompact car,19,6,3.8,gas,24,a,2007
21,subcompact car,24,4,2.4,gas,29,a,2007
22,subcompact car,25,4,2.4,gas,31,m,2007
20,subcompact car,23,4,2.4,gas,28,m,2007
20,subcompact car,22,4,2.4,gas,26,a,2007
16,subcompact car,19,6,3.8,gas,25,m,2007
17,subcompact car,20,6,3.8,gas,26,a,2007
21,subcompact car,24,4,2.4,gas,29,a,2007
22,subcompact car,25,4,2.4,gas,31,m,2007
18,subcompact car,20,4,2.5,gas,23,a,2007
20,subcompact car,22,4,2.5,gas,25,a,2007
18,subcompact car,21,4,2.5,gas,25,m,2007
19,subcompact car,22,4,2.5,gas,26,m,2007
29,subcompact car,31,4,1.5,gas,35,a,2007
29,subcompact car,32,4,1.5,gas,36,m,2007
23,compact car,26,4,2,gas,31,a,2007
24,compact car,27,4,2,gas,33,m,2007
20,compact car,23,4,2.3,gas,29,m,2007
24,compact car,28,4,1.6,gas,33,a,2007
27,compact car,29,4,1.6,gas,32,m,2007
22,compact car,23,6,3.5,gas,25,a,2007
20,compact car,24,4,2.4,gas,30,a,2007
21,compact car,24,4,2.4,gas,29,a,2007
22,compact car,25,4,2.4,gas,31,m,2007
19,compact car,22,4,2.5,gas,26,m,2007
20,compact car,23,4,2.5,gas,28,a,2007
21,compact car,24,4,2,gas,29,m,2007
22,compact car,25,4,2,gas,29,a,2007
21,compact car,24,4,2,gas,29,m,2007
22,compact car,25,4,2,gas,29,a,2007
18,midsize car,21,6,3,gas,28,m,2007
18,midsize car,22,6,3,gas,28,a,2007
17,midsize car,20,6,3,gas,26,m,2007
17,midsize car,20,6,3,gas,25,a,2007
18,midsize car,21,6,3,gas,28,m,2007
18,midsize car,22,6,3,gas,28,a,2007
17,midsize car,20,6,3,gas,25,a,2007
17,midsize car,20,6,3,gas,26,m,2007
17,midsize car,20,6,3,gas,25,a,2007
22,two seater,25,4,2,gas,29,a,2008
17,two seater,19,6,3.2,gas,24,m,2008
18,two seater,20,6,3.2,gas,24,a,2008
16,minicompact car,19,8,4.2,gas,25,a,2008
16,minicompact car,19,8,4.2,gas,25,a,2008
15,minicompact car,18,8,4.2,gas,23,a,2008
15,minicompact car,18,8,4.2,gas,23,a,2008
19,minicompact car,22,4,2.4,gas,26,m,2008
19,minicompact car,22,4,2.4,gas,26,a,2008
16,minicompact car,19,6,3.8,gas,25,m,2008
16,minicompact car,19,6,3.8,gas,24,a,2008
23,subcompact car,26,4,2,gas,31,a,2008
17,subcompact car,19,6,3.2,gas,24,m,2008
18,subcompact car,20,6,3.2,gas,24,a,2008
20,subcompact car,23,4,2.4,gas,29,a,2008
18,subcompact car,21,6,2.7,gas,26,a,2008
16,subcompact car,19,6,3.5,gas,26,a,2008
20,subcompact car,23,4,2.4,gas,28,m,2008
20,subcompact car,22,4,2.4,gas,26,a,2008
16,subcompact car,19,6,3.8,gas,25,m,2008
17,subcompact car,20,6,3.8,gas,25,a,2008
21,subcompact car,24,4,2.4,gas,29,a,2008
20,subcompact car,23,4,2.4,gas,27,m,2008
21,subcompact car,24,4,2,gas,30,a,2008
16,compact car,18,6,3,gas,22,a,2008
11,compact car,14,8,6.2,gas,18,a,2008
22,compact car,24,4,2,gas,29,a,2008
21,compact car,24,4,2,gas,29,m,2008
19,compact car,21,4,2.5,gas,24,m,2008
20,compact car,22,4,2.5,gas,27,m,2008
17,compact car,20,4,2.5,gas,24,m,2008
20,compact car,22,4,2.5,gas,27,a,2008
18,compact car,20,4,2.5,gas,24,a,2008
22,compact car,25,4,2,gas,29,a,2008
22,compact car,25,4,2,gas,29,a,2008
18,midsize car,21,6,3,gas,28,m,2008
18,midsize car,21,6,3,gas,27,a,2008
17,midsize car,20,6,3,gas,25,m,2008
17,midsize car,20,6,3,gas,25,a,2008
17,midsize car,20,6,3,gas,26,a,2008
17,midsize car,20,6,3,gas,25,a,2008
15,midsize car,18,8,4.8,gas,22,m,2008
15,midsize car,18,8,4.8,gas,23,a,2008
11,midsize car,13,10,5,gas,17,m,2008
11,midsize car,13,10,5,gas,17,a,2008
16,midsize car,19,8,5.3,gas,24,a,2008
21,midsize car,24,4,2.4,gas,30,a,2008
16,midsize car,19,6,3.5,gas,26,a,2008
15,midsize car,18,6,3.5,gas,24,a,2008
21,midsize car,24,4,2.4,gas,30,a,2008
11,two seater,13,12,5.9,gas,17,m,2009
21,two seater,24,4,2,gas,29,a,2009
15,two seater,18,8,6.2,gas,25,a,2009
16,two seater,19,8,6.2,gas,26,m,2009
13,two seater,16,8,5.5,gas,21,a,2009
11,two seater,14,12,5.5,gas,18,a,2009
12,two seater,14,8,6.2,gas,19,a,2009
11,two seater,14,12,6,gas,18,a,2009
17,two seater,20,6,3,gas,26,m,2009
19,two seater,21,6,3,gas,26,a,2009
18,two seater,21,6,3.5,gas,26,a,2009
18,two seater,21,6,3.5,gas,26,m,2009
11,minicompact car,13,12,5.9,gas,17,m,2009
12,minicompact car,14,12,5.9,gas,19,a,2009
16,minicompact car,19,8,4.2,gas,25,a,2009
16,minicompact car,19,8,4.2,gas,25,a,2009
15,minicompact car,18,8,4.2,gas,23,a,2009
15,minicompact car,18,8,4.2,gas,23,a,2009
16,minicompact car,19,6,3.8,gas,25,m,2009
16,minicompact car,19,6,3.8,gas,24,a,2009
19,minicompact car,22,4,2.4,gas,26,m,2009
19,minicompact car,22,4,2.4,gas,26,a,2009
20,minicompact car,23,5,2.5,gas,28,m,2009
20,minicompact car,23,5,2.5,gas,28,a,2009
21,subcompact car,24,4,2,gas,29,a,2009
25,subcompact car,28,4,1.6,gas,34,a,2009
16,subcompact car,18,2,1.3,gas,22,m,2009
16,subcompact car,19,2,1.3,gas,23,a,2009
16,subcompact car,19,6,3.8,gas,25,m,2009
16,subcompact car,19,6,3.8,gas,24,a,2009
19,subcompact car,22,4,2.4,gas,26,a,2009
20,subcompact car,23,4,2.4,gas,28,m,2009
25,subcompact car,28,4,1.6,gas,34,a,2009
20,subcompact car,23,4,2.4,gas,27,m,2009
21,subcompact car,24,4,2.4,gas,29,a,2009
20,subcompact car,23,5,2.5,gas,28,m,2009
20,subcompact car,23,5,2.5,gas,29,a,2009
20,compact car,23,4,2.4,gas,28,m,2009
21,compact car,25,4,2.4,gas,30,a,2009
9,compact car,11,8,6.7,gas,15,a,2009
10,compact car,11,8,6.7,gas,14,a,2009
25,compact car,28,4,1.6,gas,34,a,2009
14,compact car,16,8,5.5,gas,21,a,2009
21,compact car,23,4,2.4,gas,27,a,2009
21,compact car,23,4,2.4,gas,28,m,2009
22,compact car,24,4,2,gas,28,a,2009
22,compact car,25,4,2,gas,30,m,2009
25,compact car,28,4,1.6,gas,34,a,2009
17,compact car,20,4,2.5,gas,24,m,2009
18,compact car,20,4,2.5,gas,24,a,2009
16,minicompact car,19,8,5,gas,24,a,2010
15,minicompact car,17,8,5,gas,22,a,2010
16,minicompact car,18,8,5,gas,22,a,2010
19,two seater,22,4,2,gas,27,a,2010
19,two seater,23,4,2,gas,29,m,2010
19,two seater,21,4,2.4,gas,24,a,2010
19,two seater,22,4,2.4,gas,26,m,2010
19,two seater,22,4,2,gas,27,a,2010
19,two seater,23,4,2,gas,29,m,2010
19,two seater,21,4,2.4,gas,24,a,2010
19,two seater,22,4,2.4,gas,26,m,2010
14,subcompact car,17,8,4.2,gas,22,m,2010
16,subcompact car,19,8,4.2,gas,24,a,2010
15,subcompact car,18,8,4.8,gas,22,m,2010
15,subcompact car,18,8,4.8,gas,23,a,2010
14,subcompact car,16,8,4.8,gas,21,m,2010
15,subcompact car,18,8,4.8,gas,23,a,2010
11,subcompact car,13,10,5,gas,17,m,2010
11,subcompact car,13,10,5,gas,17,a,2010
11,subcompact car,13,10,5,gas,17,m,2010
11,subcompact car,13,10,5,gas,17,a,2010
16,subcompact car,19,6,4,gas,24,a,2010
18,subcompact car,21,6,4,gas,26,m,2010
17,subcompact car,19,8,4.6,gas,23,a,2010
16,subcompact car,19,8,4.6,gas,24,m,2010
14,subcompact car,17,8,5.4,gas,22,m,2010
20,subcompact car,23,4,2,gas,30,a,2010
21,subcompact car,24,4,2,gas,30,m,2010
17,subcompact car,21,6,3.8,gas,27,a,2010
17,subcompact car,20,6,3.8,gas,26,m,2010
18,subcompact car,21,6,2.5,gas,26,m,2010
21,subcompact car,24,6,2.5,gas,29,a,2010
18,subcompact car,20,6,3.5,gas,25,a,2010
15,subcompact car,17,6,3.8,gas,21,a,2010
14,subcompact car,17,8,4.6,gas,21,a,2010
15,subcompact car,18,8,4.6,gas,23,m,2010
21,subcompact car,24,4,2.4,gas,29,a,2010
20,subcompact car,23,4,2.4,gas,27,m,2010
40,compact car,41,4,1.3,gas,43,a,2010
40,compact car,41,4,1.3,gas,43,a,2010
27,compact car,30,4,2,gas,36,a,2010
25,compact car,28,4,2,gas,34,a,2010
25,compact car,28,4,2,gas,34,m,2010
23,compact car,26,4,2.4,gas,31,a,2010
22,compact car,26,4,2.4,gas,32,m,2010
25,compact car,28,4,2,gas,33,m,2010
24,compact car,27,4,2,gas,33,a,2010
21,compact car,24,4,2.5,gas,29,m,2010
22,compact car,25,4,2.5,gas,29,a,2010
26,compact car,29,4,1.8,gas,34,a,2010
19,two seater,22,6,3,gas,28,m,2011
18,two seater,22,6,3,gas,28,a,2011
19,two seater,21,6,3,gas,26,m,2011
17,two seater,19,6,3,gas,23,a,2011
17,two seater,19,6,3,gas,23,a,2011
14,two seater,17,8,5.5,gas,22,a,2011
12,two seater,14,8,6.3,gas,19,a,2011
12,two seater,14,12,6,gas,18,a,2011
14,two seater,16,8,6.2,gas,20,a,2011
16,minicompact car,19,8,5,gas,24,a,2011
15,minicompact car,17,8,5,gas,22,a,2011
16,minicompact car,18,8,5,gas,22,a,2011
20,minicompact car,23,4,2.4,gas,27,a,2011
16,minicompact car,19,6,3.8,gas,24,a,2011
19,subcompact car,22,6,3,gas,28,m,2011
18,subcompact car,21,6,3,gas,26,a,2011
19,subcompact car,22,6,3,gas,28,m,2011
18,subcompact car,22,6,3,gas,28,a,2011
20,subcompact car,23,6,3,gas,28,m,2011
18,subcompact car,20,6,3,gas,25,a,2011
19,subcompact car,22,6,3,gas,28,m,2011
18,subcompact car,20,6,3,gas,25,a,2011
19,subcompact car,22,6,3,gas,28,m,2011
18,subcompact car,22,6,3,gas,28,a,2011
17,subcompact car,20,6,3,gas,26,m,2011
18,subcompact car,21,6,3,gas,26,a,2011
17,subcompact car,20,6,3,gas,25,m,2011
18,subcompact car,20,6,3,gas,25,a,2011
19,subcompact car,22,6,3,gas,28,m,2011
19,subcompact car,22,6,3,gas,28,a,2011
19,subcompact car,22,6,3,gas,28,m,2011
19,subcompact car,22,6,3,gas,28,a,2011
19,subcompact car,21,6,3,gas,26,m,2011
18,subcompact car,21,6,3,gas,26,a,2011
18,subcompact car,21,6,3,gas,26,m,2011
17,subcompact car,19,6,3,gas,23,a,2011
18,subcompact car,21,6,3,gas,26,m,2011
17,subcompact car,19,6,3,gas,23,a,2011
14,subcompact car,16,8,4,gas,20,m,2011
14,subcompact car,16,8,4,gas,20,a,2011
14,subcompact car,16,8,4,gas,21,m,2011
14,subcompact car,16,8,4,gas,20,a,2011
28,subcompact car,31,4,1.6,gas,36,m,2011
29,subcompact car,32,4,1.6,gas,37,a,2011
29,subcompact car,33,4,1.6,gas,38,a,2011
15,subcompact car,17,8,5.4,gas,23,m,2011
19,subcompact car,23,6,3.7,gas,30,a,2011
19,subcompact car,22,6,3.7,gas,28,m,2011
17,subcompact car,20,8,5,gas,26,m,2011
18,subcompact car,20,8,5,gas,25,a,2011
13,two seater,15,10,5.2,gas,19,a,2012
12,two seater,14,10,5.2,gas,19,m,2012
13,two seater,15,10,5.2,gas,19,a,2012
12,two seater,14,10,5.2,gas,19,m,2012
12,two seater,14,12,6,gas,19,a,2012
11,two seater,13,12,6.5,gas,17,a,2012
11,two seater,13,10,4.8,gas,16,a,2012
19,two seater,21,6,3.8,gas,26,a,2012
20,two seater,23,6,2.9,gas,29,a,2012
19,two seater,22,6,2.9,gas,26,m,2012
20,two seater,23,6,3.4,gas,29,a,2012
19,two seater,21,6,3.4,gas,26,m,2012
20,two seater,23,6,3.4,gas,29,a,2012
19,two seater,22,6,3.4,gas,26,m,2012
20,two seater,23,6,2.9,gas,29,a,2012
19,two seater,22,6,2.9,gas,26,m,2012
20,two seater,23,6,3.4,gas,29,a,2012
19,two seater,22,6,3.4,gas,26,m,2012
20,two seater,23,6,3.4,gas,29,a,2012
19,two seater,21,6,3.4,gas,26,m,2012
13,minicompact car,15,12,5.9,gas,20,a,2012
11,minicompact car,13,12,5.9,gas,17,m,2012
12,minicompact car,14,12,5.9,gas,18,a,2012
11,minicompact car,13,12,5.9,gas,17,m,2012
13,minicompact car,15,12,5.9,gas,18,a,2012
27,minicompact car,29,4,1.4,gas,33,a,2012
30,minicompact car,32,4,1.4,gas,37,m,2012
27,minicompact car,29,4,1.4,gas,32,a,2012
20,minicompact car,23,4,2.4,gas,27,a,2012
16,minicompact car,19,6,3.8,gas,24,a,2012
19,minicompact car,22,6,3.6,gas,27,a,2012
18,minicompact car,21,6,3.6,gas,25,m,2012
18,minicompact car,21,6,3.6,gas,26,a,2012
18,minicompact car,21,6,3.6,gas,24,m,2012
18,minicompact car,21,6,3.6,gas,26,a,2012
18,minicompact car,21,6,3.6,gas,25,m,2012
18,minicompact car,21,6,3.6,gas,26,a,2012
18,minicompact car,21,6,3.6,gas,25,m,2012
18,minicompact car,21,6,3.8,gas,26,a,2012
18,minicompact car,21,6,3.8,gas,25,m,2012
19,minicompact car,21,6,3.8,gas,26,a,2012
18,minicompact car,20,6,3.8,gas,24,m,2012
19,minicompact car,21,6,3.8,gas,26,a,2012
18,minicompact car,20,6,3.8,gas,24,m,2012
19,minicompact car,21,6,3.6,gas,26,a,2012
18,minicompact car,21,6,3.6,gas,25,m,2012
19,minicompact car,21,6,3.8,gas,26,a,2012
18,minicompact car,20,6,3.8,gas,25,m,2012
19,minicompact car,21,6,3.8,gas,26,a,2012
18,minicompact car,21,6,3.8,gas,26,m,2012
16,subcompact car,19,6,3.8,gas,23,a,2013
22,compact car,25,4,2,gas,31,a,2013
17,compact car,21,6,3.6,gas,27,a,2013
17,compact car,20,6,3.6,gas,25,a,2013
25,midsize car,29,4,2.4,gas,36,a,2013
19,midsize car,23,6,3.5,gas,28,a,2013
19,midsize car,21,6,3.5,gas,26,a,2013
25,small sport utility vehicle,27,4,2,gas,30,a,2013
16,standard sport utility vehicle,19,6,3.2,gas,23,a,2013
16,standard sport utility vehicle,18,6,3.2,gas,22,a,2013
17,subcompact car,21,4,2,gas,27,a,2013
21,subcompact car,24,4,2,gas,29,m,2013
16,subcompact car,19,6,3.8,gas,25,a,2013
18,subcompact car,21,6,3.8,gas,27,m,2013
21,compact car,25,4,2,gas,32,m,2013
18,large car,21,6,3.7,gas,26,a,2013
17,large car,20,6,3.5,gas,25,a,2013
18,large car,21,6,3.7,gas,27,a,2013
20,standard sport utility vehicle,23,4,2,gas,27,a,2013
26,small sport utility vehicle,28,4,2,gas,32,a,2013
26,small sport utility vehicle,29,4,2,gas,34,m,2013
12,standard sport utility vehicle,14,8,5.7,gas,17,a,2013
13,standard sport utility vehicle,15,8,5.7,gas,18,a,2013
18,midsize car,21,6,3.7,gas,27,a,2013
18,large car,21,6,3.5,gas,26,a,2013
17,large car,20,6,3.5,gas,25,a,2013
18,large car,21,6,3.5,gas,26,a,2013
19,large car,22,6,3.5,gas,28,a,2013
21,small sport utility vehicle,24,4,2,gas,29,a,2013
19,small sport utility vehicle,22,6,3.5,gas,27,a,2013
19,small sport utility vehicle,21,6,3.7,gas,26,a,2013
19,small sport utility vehicle,21,6,3.7,gas,26,a,2013
18,small sport utility vehicle,20,6,3.5,gas,25,a,2013
17,small sport utility vehicle,19,6,3.7,gas,23,a,2013
17,standard sport utility vehicle,19,6,3.5,gas,23,a,2013
17,small sport utility vehicle,19,6,3.7,gas,23,a,2013
19,subcompact car,23,6,3.7,gas,30,a,2013
19,subcompact car,22,6,3.7,gas,29,m,2013
18,subcompact car,20,8,5,gas,25,a,2013
16,subcompact car,19,8,5,gas,25,m,2013
19,subcompact car,23,6,3.7,gas,29,a,2013
28,compact car,31,4,1.6,gas,36,a,2013
29,compact car,32,4,1.6,gas,37,m,2013
30,compact car,32,4,1.6,gas,36,a,2013
28,midsize car,32,4,1.8,gas,38,a,2013
28,midsize car,32,4,1.8,gas,38,m,2013
28,midsize car,32,4,1.8,gas,38,a,2013
27,midsize car,31,4,1.8,gas,37,a,2013
28,midsize car,32,4,1.8,gas,38,m,2013
21,midsize car,24,4,2.5,gas,30,a,2013
25,midsize car,29,4,2.5,gas,36,m,2014
26,midsize car,30,4,2.5,gas,37,a,2014
25,small sport utility vehicle,27,4,2.5,gas,31,a,2014
26,small sport utility vehicle,29,4,2,gas,34,m,2014
26,small sport utility vehicle,28,4,2,gas,32,a,2014
24,small sport utility vehicle,26,4,2.5,gas,29,a,2014
25,small sport utility vehicle,27,4,2,gas,30,a,2014
19,subcompact car,22,6,3.7,gas,29,m,2014
19,subcompact car,23,6,3.7,gas,30,a,2014
15,subcompact car,18,8,5.8,gas,24,m,2014
18,subcompact car,20,8,5,gas,25,a,2014
22,small sport utility vehicle,24,4,2.5,gas,28,m,2014
24,small sport utility vehicle,27,4,2.5,gas,31,a,2014
23,small sport utility vehicle,25,4,2,gas,27,a,2014
19,subcompact car,23,6,3.7,gas,29,a,2014
16,subcompact car,19,8,5,gas,25,m,2014
16,subcompact car,19,6,3.8,gas,23,a,2014
20,small sport utility vehicle,22,4,2.4,gas,26,a,2014
